#name	length	coverage
NODE_1062	208	1.595628
NODE_1063	208	1.437158
NODE_1064	208	1.234973
NODE_1065	208	1.185792
NODE_1066	207	2.923077
NODE_1067	207	1.670330
NODE_1068	207	1.670330
NODE_1069	207	1.670330
NODE_1070	207	1.670330
NODE_1071	207	1.670330
NODE_1072	207	1.571429
NODE_1073	207	1.500000
NODE_1074	207	1.384615
NODE_1075	207	1.252747
NODE_1076	207	1.252747
NODE_1077	206	2.071823
NODE_1078	206	2.066298
NODE_1079	206	1.679558
NODE_1080	206	1.679558
NODE_1081	206	1.679558
NODE_1082	206	1.679558
NODE_1083	206	1.679558
NODE_1084	206	1.679558
NODE_1085	206	1.651934
NODE_1086	206	1.513812
NODE_1087	206	1.259669
NODE_1088	206	1.259669
NODE_1089	206	1.259669
NODE_1090	206	1.259669
NODE_1091	206	1.259669
NODE_1092	206	1.259669
NODE_1093	206	1.254144
NODE_1094	206	1.226519
NODE_1095	206	1.138122
NODE_1096	206	1.116022
NODE_1097	206	1.060773
NODE_1098	205	1.688889
NODE_1099	205	1.688889
NODE_1100	205	1.683333
NODE_1101	205	1.672222
NODE_1102	205	1.555556
NODE_1103	205	1.466667
NODE_1104	205	1.366667
NODE_1105	205	1.327778
NODE_1106	205	1.266667
NODE_1107	205	1.150000
NODE_1108	205	1.138889
NODE_1109	205	1.122222
NODE_1110	205	1.088889
NODE_1111	205	1.083333
NODE_1112	205	1.066667
NODE_1113	204	1.698324
NODE_1114	204	1.698324
NODE_1115	204	1.698324
NODE_1116	204	1.698324
NODE_1117	204	1.558659
NODE_1118	204	1.396648
NODE_1119	204	1.346369
NODE_1120	204	1.335196
NODE_1121	204	1.273743
NODE_1122	204	1.273743
NODE_1123	204	1.262570
NODE_1124	203	1.977528
NODE_1125	203	1.707865
NODE_1126	203	1.651685
NODE_1127	203	1.640449
NODE_1128	203	1.505618
NODE_1129	203	1.421348
NODE_1130	203	1.280899
NODE_1131	203	1.280899
NODE_1132	203	1.269663
NODE_1133	203	1.207865
NODE_1134	202	2.412429
NODE_1135	202	1.717514
NODE_1136	202	1.717514
NODE_1137	202	1.717514
NODE_1138	202	1.717514
NODE_1139	202	1.694915
NODE_1140	202	1.683616
NODE_1141	202	1.672316
NODE_1142	202	1.655367
NODE_1143	202	1.638418
NODE_1144	202	1.480226
NODE_1145	202	1.214689
NODE_1146	202	1.141243
NODE_1147	202	1.067797
NODE_1148	202	1.011299
NODE_1149	201	65.710227
NODE_1150	201	1.727273
NODE_1151	201	1.727273
NODE_1152	201	1.670455
NODE_1153	201	1.590909
NODE_1154	201	1.295455
NODE_1155	201	1.278409
NODE_1156	200	2.582857
NODE_1157	200	2.377143
NODE_1158	200	1.737143
NODE_1159	200	1.737143
NODE_1160	200	1.680000
NODE_1161	200	1.680000
NODE_1162	200	1.548571
NODE_1163	200	1.537143
NODE_1164	200	1.405714
NODE_1165	200	1.360000
NODE_1166	200	1.302857
NODE_1167	200	1.182857
NODE_1168	200	1.005714
NODE_1169	200	0.948571
NODE_1170	199	2.149425
NODE_1171	199	2.057471
NODE_1172	199	1.936782
NODE_1173	199	1.747126
NODE_1174	199	1.741379
NODE_1175	199	1.522989
NODE_1176	199	1.471264
NODE_1177	199	1.333333
NODE_1178	199	1.310345
NODE_1179	199	1.310345
NODE_1180	199	1.310345
NODE_1181	199	1.310345
NODE_1182	199	1.310345
NODE_1183	199	1.235632
NODE_1184	199	1.103448
NODE_1185	199	1.068966
NODE_1186	198	1.757225
NODE_1187	198	1.757225
NODE_1188	198	1.757225
NODE_1189	198	1.757225
NODE_1190	198	1.757225
NODE_1191	198	1.757225
NODE_1192	198	1.693642
NODE_1193	198	1.682081
NODE_1194	198	1.317919
NODE_1195	198	1.317919
NODE_1196	198	1.317919
NODE_1197	198	1.317919
NODE_1198	198	1.317919
NODE_1199	198	1.294798
NODE_1200	198	1.289017
NODE_1201	198	1.196532
NODE_1202	198	1.173410
NODE_1203	198	1.092486
NODE_1204	197	1.924419
NODE_1205	197	1.534884
NODE_1206	197	1.523256
NODE_1207	197	1.354651
NODE_1208	197	1.168605
NODE_1209	196	2.333333
NODE_1210	196	1.777778
NODE_1211	196	1.777778
NODE_1212	196	1.771930
NODE_1213	196	1.742690
NODE_1214	196	1.707602
NODE_1215	196	1.701754
NODE_1216	196	1.631579
NODE_1217	196	1.333333
NODE_1218	196	1.333333
NODE_1219	196	1.333333
NODE_1220	196	1.181287
NODE_1221	195	251.241176
NODE_1222	195	2.411765
NODE_1223	195	2.235294
NODE_1224	195	2.205882
NODE_1225	195	2.070588
NODE_1226	195	1.788235
NODE_1227	195	1.758824
NODE_1228	195	1.705882
NODE_1229	195	1.594118
NODE_1230	195	1.576471
NODE_1231	195	1.505882
NODE_1232	195	1.341176
NODE_1233	195	1.341176
NODE_1234	195	1.188235
NODE_1235	194	1.798817
NODE_1236	194	1.798817
NODE_1237	194	1.786982
NODE_1238	194	1.349112
NODE_1239	194	1.349112
NODE_1240	194	1.349112
NODE_1241	194	1.349112
NODE_1242	194	1.349112
NODE_1243	194	1.337278
NODE_1244	194	1.301775
NODE_1245	194	1.195266
NODE_1246	193	1.809524
NODE_1247	193	1.809524
NODE_1248	193	1.809524
NODE_1249	193	1.809524
NODE_1250	193	1.809524
NODE_1251	193	1.809524
NODE_1252	193	1.809524
NODE_1253	193	1.732143
NODE_1254	193	1.654762
NODE_1255	193	1.583333
NODE_1256	193	1.386905
NODE_1257	193	1.375000
NODE_1258	193	1.357143
NODE_1259	193	1.357143
NODE_1260	193	1.357143
NODE_1261	193	1.357143
NODE_1262	193	1.357143
NODE_1263	193	1.357143
NODE_1264	193	1.357143
NODE_1265	193	1.357143
NODE_1266	193	1.339286
NODE_1267	193	1.333333
NODE_1268	193	1.333333
NODE_1269	192	231.664671
NODE_1270	192	1.820359
NODE_1271	192	1.772455
NODE_1272	192	1.742515
NODE_1273	192	1.586826
NODE_1274	192	1.365269
NODE_1275	192	1.365269
NODE_1276	192	1.335329
NODE_1277	192	1.263473
NODE_1278	192	1.257485
NODE_1279	191	1.831325
NODE_1280	191	1.409639
NODE_1281	191	1.373494
NODE_1282	191	1.373494
NODE_1283	191	1.373494
NODE_1284	191	1.337349
NODE_1285	191	1.144578
NODE_1286	191	1.072289
NODE_1287	190	2.145455
NODE_1288	190	1.842424
NODE_1289	190	1.842424
NODE_1290	190	1.842424
NODE_1291	190	1.842424
NODE_1292	190	1.842424
NODE_1293	190	1.781818
NODE_1294	190	1.381818
NODE_1295	190	1.381818
NODE_1296	190	1.381818
NODE_1297	190	1.381818
NODE_1298	190	1.381818
NODE_1299	190	1.375758
NODE_1300	190	1.375758
NODE_1301	190	1.369697
NODE_1302	190	1.309091
NODE_1303	190	1.175758
NODE_1304	190	1.042424
NODE_1305	189	236.384146
NODE_1306	189	1.853659
NODE_1307	189	1.847561
NODE_1308	189	1.847561
NODE_1309	189	1.390244
NODE_1310	189	1.390244
NODE_1311	189	1.390244
NODE_1312	189	1.390244
NODE_1313	189	1.390244
NODE_1314	189	1.390244
NODE_1315	189	1.384146
NODE_1316	189	1.085366
NODE_1317	189	1.006098
NODE_1318	188	1.865031
NODE_1319	188	1.865031
NODE_1320	188	1.865031
NODE_1321	188	1.865031
NODE_1322	188	1.834356
NODE_1323	188	1.815951
NODE_1324	188	1.398773
NODE_1325	188	1.398773
NODE_1326	188	1.398773
NODE_1327	188	1.269939
NODE_1328	188	1.257669
NODE_1329	187	2.777778
NODE_1330	187	2.333333
NODE_1331	187	1.771605
NODE_1332	187	1.716049
NODE_1333	187	1.407407
NODE_1334	187	1.407407
NODE_1335	187	1.407407
NODE_1336	187	1.407407
NODE_1337	187	1.407407
NODE_1338	187	1.407407
NODE_1339	187	1.407407
NODE_1340	187	1.401235
NODE_1341	187	1.364198
NODE_1342	187	1.308642
NODE_1343	187	1.296296
NODE_1344	187	1.222222
NODE_1345	187	1.067901
NODE_1346	187	1.037037
NODE_1347	187	1.030864
NODE_1348	187	0.993827
NODE_1349	186	3.236025
NODE_1350	186	2.360248
NODE_1351	186	1.888199
NODE_1352	186	1.888199
NODE_1353	186	1.416149
NODE_1354	186	1.416149
NODE_1355	186	1.416149
NODE_1356	186	1.254658
NODE_1357	186	1.236025
NODE_1358	186	1.149068
NODE_1359	186	1.118012
NODE_1360	185	2.231250
NODE_1361	185	1.893750
NODE_1362	185	1.793750
NODE_1363	185	1.425000
NODE_1364	185	1.425000
NODE_1365	185	1.425000
NODE_1366	185	1.425000
NODE_1367	185	1.387500
NODE_1368	185	1.381250
NODE_1369	185	1.100000
NODE_1370	185	1.100000
NODE_1371	184	1.911950
NODE_1372	184	1.911950
NODE_1373	184	1.911950
NODE_1374	184	1.880503
NODE_1375	184	1.855346
NODE_1376	184	1.805031
NODE_1377	184	1.704403
NODE_1378	184	1.534591
NODE_1379	184	1.433962
NODE_1380	184	1.433962
NODE_1381	184	1.433962
NODE_1382	184	1.433962
NODE_1383	184	1.433962
NODE_1384	184	1.427673
NODE_1385	184	1.396226
NODE_1386	184	1.396226
NODE_1387	184	1.314465
NODE_1388	184	1.314465
NODE_1389	184	1.100629
NODE_1390	184	1.088050
NODE_1391	184	1.075472
NODE_1392	183	2.373418
NODE_1393	183	1.791139
NODE_1394	183	1.784810
NODE_1395	183	1.443038
NODE_1396	183	1.443038
NODE_1397	183	1.373418
NODE_1398	183	1.348101
NODE_1399	183	1.310127
NODE_1400	183	1.240506
NODE_1401	183	1.240506
NODE_1402	183	1.107595
NODE_1403	182	2.140127
NODE_1404	182	2.076433
NODE_1405	182	1.936306
NODE_1406	182	1.898089
NODE_1407	182	1.859873
NODE_1408	182	1.579618
NODE_1409	182	1.522293
NODE_1410	182	1.522293
NODE_1411	182	1.458599
NODE_1412	182	1.452229
NODE_1413	182	1.452229
NODE_1414	182	1.452229
NODE_1415	182	1.452229
NODE_1416	182	1.452229
NODE_1417	182	1.426752
NODE_1418	182	1.184713
NODE_1419	182	1.152866
NODE_1420	182	1.152866
NODE_1421	182	1.121019
NODE_1422	182	1.082803
NODE_1423	181	1.948718
NODE_1424	181	1.948718
NODE_1425	181	1.679487
NODE_1426	181	1.641026
NODE_1427	181	1.461538
NODE_1428	181	1.461538
NODE_1429	181	1.461538
NODE_1430	181	1.461538
NODE_1431	181	1.275641
NODE_1432	181	1.256410
NODE_1433	181	1.160256
NODE_1434	181	1.153846
NODE_1435	180	2.400000
NODE_1436	180	1.961290
NODE_1437	180	1.961290
NODE_1438	180	1.819355
NODE_1439	180	1.470968
NODE_1440	180	1.470968
NODE_1441	180	1.470968
NODE_1442	180	1.470968
NODE_1443	180	1.470968
NODE_1444	180	1.445161
NODE_1445	180	1.348387
NODE_1446	180	1.290323
NODE_1447	179	1.974026
NODE_1448	179	1.974026
NODE_1449	179	1.870130
NODE_1450	179	1.811688
NODE_1451	179	1.805195
NODE_1452	179	1.480519
NODE_1453	179	1.480519
NODE_1454	179	1.480519
NODE_1455	179	1.480519
NODE_1456	179	1.480519
NODE_1457	179	1.461039
NODE_1458	179	1.025974
NODE_1459	178	1.986928
NODE_1460	178	1.986928
NODE_1461	178	1.973856
NODE_1462	178	1.941176
NODE_1463	178	1.614379
NODE_1464	178	1.490196
NODE_1465	178	1.490196
NODE_1466	178	1.490196
NODE_1467	178	1.490196
NODE_1468	178	1.490196
NODE_1469	178	1.490196
NODE_1470	178	1.483660
NODE_1471	178	1.457516
NODE_1472	178	1.424837
NODE_1473	178	1.372549
NODE_1474	178	1.320261
NODE_1475	178	1.281046
NODE_1476	178	1.254902
NODE_1477	178	1.143791
NODE_1478	177	2.000000
NODE_1479	177	2.000000
NODE_1480	177	1.881579
NODE_1481	177	1.500000
NODE_1482	177	1.500000
NODE_1483	177	1.447368
NODE_1484	177	1.328947
NODE_1485	177	1.236842
NODE_1486	177	1.125000
NODE_1487	177	1.065789
NODE_1488	177	1.059211
NODE_1489	177	1.039474
NODE_1490	177	1.000000
NODE_1491	177	1.000000
NODE_1492	177	1.000000
NODE_1493	177	1.000000
NODE_1494	177	1.000000
NODE_1495	177	1.000000
NODE_1496	177	1.000000
NODE_1497	177	1.000000
NODE_1498	177	1.000000
NODE_1499	177	1.000000
NODE_1500	177	1.000000
NODE_1501	177	1.000000
NODE_1502	177	1.000000
NODE_1503	177	1.000000
NODE_1504	177	1.000000
NODE_1505	177	1.000000
NODE_1506	177	1.000000
NODE_1507	177	1.000000
NODE_1508	177	1.000000
NODE_1509	177	1.000000
NODE_1510	177	1.000000
NODE_1511	177	1.000000
NODE_1512	177	1.000000
NODE_1513	177	1.000000
NODE_1514	177	1.000000
NODE_1515	177	1.000000
NODE_1516	177	1.000000
NODE_1517	177	1.000000
NODE_1518	177	1.000000
NODE_1519	177	1.000000
NODE_1520	177	1.000000
NODE_1521	177	1.000000
NODE_1522	177	1.000000
NODE_1523	177	1.000000
NODE_1524	177	1.000000
NODE_1525	177	1.000000
NODE_1526	177	1.000000
NODE_1527	177	1.000000
NODE_1528	177	1.000000
NODE_1529	177	1.000000
NODE_1530	177	1.000000
NODE_1531	177	1.000000
NODE_1532	177	1.000000
NODE_1533	177	1.000000
NODE_1534	177	1.000000
NODE_1535	177	1.000000
NODE_1536	177	1.000000
NODE_1537	177	1.000000
NODE_1538	177	1.000000
NODE_1539	177	1.000000
NODE_1540	177	1.000000
NODE_1541	177	1.000000
NODE_1542	177	1.000000
NODE_1543	177	1.000000
NODE_1544	177	1.000000
NODE_1545	177	1.000000
NODE_1546	177	1.000000
NODE_1547	177	1.000000
NODE_1548	177	1.000000
NODE_1549	177	1.000000
NODE_1550	177	1.000000
NODE_1551	177	1.000000
NODE_1552	177	1.000000
NODE_1553	177	1.000000
NODE_1554	177	1.000000
NODE_1555	177	1.000000
NODE_1556	177	1.000000
NODE_1557	177	1.000000
NODE_1558	177	1.000000
NODE_1559	177	1.000000
NODE_1560	177	1.000000
NODE_1561	177	1.000000
NODE_1562	177	1.000000
NODE_1563	177	1.000000
NODE_1564	177	1.000000
NODE_1565	177	1.000000
NODE_1566	177	1.000000
NODE_1567	177	1.000000
NODE_1568	177	1.000000
NODE_1569	177	1.000000
NODE_1570	177	1.000000
NODE_1571	177	1.000000
NODE_1572	177	1.000000
NODE_1573	177	1.000000
NODE_1574	177	1.000000
NODE_1575	177	1.000000
NODE_1576	177	1.000000
NODE_1577	176	3.019868
NODE_1578	176	2.013245
NODE_1579	176	1.509934
NODE_1580	176	1.496689
NODE_1581	176	1.443709
NODE_1582	176	1.364238
NODE_1583	176	1.205298
NODE_1584	176	1.139073
NODE_1585	176	1.059603
NODE_1586	176	1.006623
NODE_1587	176	1.006623
NODE_1588	176	1.006623
NODE_1589	176	1.006623
NODE_1590	176	1.006623
NODE_1591	176	1.006623
NODE_1592	176	1.006623
NODE_1593	176	1.006623
NODE_1594	176	1.006623
NODE_1595	176	1.006623
NODE_1596	176	1.006623
NODE_1597	176	1.006623
NODE_1598	176	1.006623
NODE_1599	176	1.006623
NODE_1600	176	1.006623
NODE_1601	176	1.006623
NODE_1602	176	1.006623
NODE_1603	176	1.006623
NODE_1604	176	1.006623
NODE_1605	176	1.006623
NODE_1606	176	1.006623
NODE_1607	176	1.006623
NODE_1608	176	1.006623
NODE_1609	176	1.006623
NODE_1610	176	1.006623
NODE_1611	176	1.006623
NODE_1612	176	1.006623
NODE_1613	176	1.006623
NODE_1614	176	1.006623
NODE_1615	176	1.006623
NODE_1616	176	1.006623
NODE_1617	176	1.006623
NODE_1618	176	1.006623
NODE_1619	176	1.006623
NODE_1620	176	1.006623
NODE_1621	176	1.006623
NODE_1622	176	1.006623
NODE_1623	176	1.006623
NODE_1624	176	1.006623
NODE_1625	176	1.006623
NODE_1626	176	1.006623
NODE_1627	176	1.006623
NODE_1628	176	1.006623
NODE_1629	176	1.006623
NODE_1630	176	1.006623
NODE_1631	176	1.006623
NODE_1632	176	1.006623
NODE_1633	176	1.006623
NODE_1634	176	1.006623
NODE_1635	176	1.006623
NODE_1636	176	1.006623
NODE_1637	176	1.006623
NODE_1638	176	1.006623
NODE_1639	176	1.006623
NODE_1640	176	1.006623
NODE_1641	176	1.006623
NODE_1642	176	1.006623
NODE_1643	176	1.006623
NODE_1644	176	1.006623
NODE_1645	176	1.006623
NODE_1646	176	1.006623
NODE_1647	176	1.006623
NODE_1648	176	1.006623
NODE_1649	176	1.006623
NODE_1650	176	1.006623
NODE_1651	176	1.006623
NODE_1652	176	1.006623
NODE_1653	176	1.006623
NODE_1654	176	1.006623
NODE_1655	176	1.006623
NODE_1656	176	1.006623
NODE_1657	176	1.006623
NODE_1658	176	1.006623
NODE_1659	176	1.006623
NODE_1660	176	1.006623
NODE_1661	176	1.006623
NODE_1662	176	1.006623
NODE_1663	176	1.006623
NODE_1664	176	1.006623
NODE_1665	176	1.006623
NODE_1666	176	1.006623
NODE_1667	176	1.006623
NODE_1668	176	1.006623
NODE_1669	176	1.006623
NODE_1670	176	1.006623
NODE_1671	176	1.006623
NODE_1672	176	1.006623
NODE_1673	176	1.006623
NODE_1674	176	1.006623
NODE_1675	176	1.000000
NODE_1676	176	1.000000
NODE_1677	176	1.000000
NODE_1678	169	39.937500
NODE_1679	169	1.784722
NODE_1680	164	435.107914
NODE_1681	161	172.860294
NODE_1682	160	143.392593
NODE_1683	159	1084.768657
NODE_1684	158	148.624060
NODE_1685	155	1012.669231
NODE_1686	151	143.563492
NODE_1687	148	105.552846
NODE_1688	146	129.801653
NODE_1689	146	1.909091
NODE_1690	142	207.316239
NODE_1691	141	415.448276
NODE_1692	139	143.614035
NODE_1693	138	165.194690
NODE_1694	136	234.450450
NODE_1695	135	199.481818
NODE_1696	129	249.673077
NODE_1697	129	245.288462
NODE_1698	127	225.205882
NODE_1699	127	220.186275
NODE_1700	127	191.176471
NODE_1701	126	1.396040
NODE_1702	123	215.816327
NODE_1703	119	204.212766
NODE_1704	117	230.163043
NODE_1705	115	261.833333
NODE_1706	114	207.775281
NODE_1707	113	113.511364
NODE_1708	110	425.917647
NODE_1709	110	5.141176
NODE_1710	109	236.904762
NODE_1711	108	254.445783
NODE_1712	105	834.750000
NODE_1713	101	712.434211
NODE_1714	99	94.216216
NODE_1715	98	194.054795
NODE_1716	97	223.027778
NODE_1717	97	1.166667
NODE_1718	96	212.478873
NODE_1719	94	284.710145
NODE_1720	94	154.463768
NODE_1721	93	265.426471
NODE_1722	91	10.348485
NODE_1723	91	2.136364
NODE_1724	90	250.569231
NODE_1725	90	228.076923
NODE_1726	90	202.276923
NODE_1727	88	553.730159
NODE_1728	84	254.406780
NODE_1729	84	224.288136
NODE_1730	84	173.644068
NODE_1731	84	139.898305
NODE_1732	83	177.827586
NODE_1733	82	655.315789
NODE_1734	81	531.607143
NODE_1735	81	208.464286
NODE_1736	81	195.892857
NODE_1737	80	209.254545
NODE_1738	80	179.545455
NODE_1739	80	124.581818
NODE_1740	79	341.851852
NODE_1741	79	279.981481
NODE_1742	79	5.240741
NODE_1743	76	231.313725
NODE_1744	75	261.400000
NODE_1745	75	259.980000
NODE_1746	75	258.060000
NODE_1747	75	257.880000
NODE_1748	75	238.520000
NODE_1749	75	225.080000
NODE_1750	75	214.900000
NODE_1751	74	1.061224
NODE_1752	73	207.062500
NODE_1753	73	1.479167
NODE_1754	73	1.312500
NODE_1755	73	1.208333
NODE_1756	72	499.680851
NODE_1757	72	247.234043
NODE_1758	72	233.553191
NODE_1759	72	227.063830
NODE_1760	72	222.234043
NODE_1761	72	205.872340
NODE_1762	72	192.872340
NODE_1763	71	246.000000
NODE_1764	71	219.434783
NODE_1765	70	244.288889
NODE_1766	70	1.177778
NODE_1767	69	225.250000
NODE_1768	68	192.255814
NODE_1769	68	174.441860
NODE_1770	68	143.883721
NODE_1771	67	256.952381
NODE_1772	67	241.238095
NODE_1773	67	213.809524
NODE_1774	67	148.285714
NODE_1775	67	5.880952
NODE_1776	67	4.190476
NODE_1777	67	3.261905
NODE_1778	67	1.976190
NODE_1779	67	1.333333
NODE_1780	66	205.317073
NODE_1781	66	63.390244
NODE_1782	66	1.658537
NODE_1783	64	223.564103
NODE_1784	64	198.487179
NODE_1785	64	182.615385
NODE_1786	64	2.384615
NODE_1787	64	1.615385
NODE_1788	63	266.184211
NODE_1789	63	217.789474
NODE_1790	63	213.394737
NODE_1791	63	199.342105
NODE_1792	63	142.815789
NODE_1793	63	138.894737
NODE_1794	62	241.351351
NODE_1795	62	235.756757
NODE_1796	62	194.486486
NODE_1797	61	229.583333
NODE_1798	61	2.777778
NODE_1799	61	2.111111
NODE_1800	61	1.805556
NODE_1801	61	1.500000
NODE_1802	61	1.277778
NODE_1803	61	1.111111
NODE_1804	61	1.083333
NODE_1805	60	273.428571
NODE_1806	60	227.000000
NODE_1807	60	173.885714
NODE_1808	58	203.272727
NODE_1809	58	186.000000
NODE_1810	58	172.848485
NODE_1811	58	170.575758
NODE_1812	57	239.937500
NODE_1813	57	234.437500
NODE_1814	57	225.687500
NODE_1815	57	206.000000
NODE_1816	57	149.500000
NODE_1817	57	134.343750
NODE_1818	56	462.870968
NODE_1819	56	392.129032
NODE_1820	56	240.290323
NODE_1821	55	273.400000
NODE_1822	55	269.300000
NODE_1823	55	196.633333
NODE_1824	55	1.533333
NODE_1825	54	251.034483
NODE_1826	54	224.758621
NODE_1827	54	204.482759
NODE_1828	54	201.103448
NODE_1829	54	171.379310
NODE_1830	53	433.964286
NODE_1831	53	281.642857
NODE_1832	53	276.642857
NODE_1833	53	238.750000
NODE_1834	53	237.107143
NODE_1835	53	232.071429
NODE_1836	53	199.750000
NODE_1837	53	191.107143
NODE_1838	53	159.321429
NODE_1839	53	151.500000
NODE_1840	53	146.392857
NODE_1841	52	232.185185
NODE_1842	52	162.296296
NODE_1843	52	127.074074
NODE_1844	52	118.333333
NODE_1845	52	2.629630
NODE_1846	51	857.730769
NODE_1847	51	718.461538
NODE_1848	51	622.923077
NODE_1849	51	450.269231
NODE_1850	51	300.576923
NODE_1851	51	278.346154
NODE_1852	51	277.346154
NODE_1853	51	275.307692
NODE_1854	51	269.807692
NODE_1855	51	262.576923
NODE_1856	51	261.576923
NODE_1857	51	260.730769
NODE_1858	51	257.807692
NODE_1859	51	256.192308
NODE_1860	51	253.500000
NODE_1861	51	252.038462
NODE_1862	51	250.884615
NODE_1863	51	248.961538
NODE_1864	51	245.500000
NODE_1865	51	242.500000
NODE_1866	51	241.846154
NODE_1867	51	238.846154
NODE_1868	51	232.538462
NODE_1869	51	231.423077
NODE_1870	51	229.000000
NODE_1871	51	223.538462
NODE_1872	51	221.192308
NODE_1873	51	209.538462
NODE_1874	51	205.500000
NODE_1875	51	204.576923
NODE_1876	51	203.692308
NODE_1877	51	195.615385
NODE_1878	51	195.269231
NODE_1879	51	193.692308
NODE_1880	51	190.038462
NODE_1881	51	182.923077
NODE_1882	51	172.307692
NODE_1883	51	169.846154
NODE_1884	51	155.346154
NODE_1885	51	97.500000
NODE_1886	50	219.840000
NODE_1887	50	216.800000
NODE_1888	50	161.080000
NODE_1889	49	223.250000
NODE_1890	49	93.625000
NODE_1891	49	38.375000
NODE_1892	49	32.791667
NODE_1893	49	30.333333
NODE_1894	49	30.250000
NODE_1895	49	20.291667
NODE_1896	49	1.416667
NODE_1897	49	1.291667
NODE_1898	48	493.826087
NODE_1899	48	220.130435
NODE_1900	48	183.304348
NODE_1901	48	174.391304
NODE_1902	48	90.086957
NODE_1903	48	37.695652
NODE_1904	48	34.565217
NODE_1905	48	34.043478
NODE_1906	48	33.304348
NODE_1907	48	33.043478
NODE_1908	48	32.913043
NODE_1909	48	31.521739
NODE_1910	48	31.391304
NODE_1911	48	29.043478
NODE_1912	48	28.826087
NODE_1913	48	28.521739
NODE_1914	48	26.478261
NODE_1915	48	24.434783
NODE_1916	48	24.260870
NODE_1917	48	22.304348
NODE_1918	48	22.173913
NODE_1919	48	21.869565
NODE_1920	48	20.608696
NODE_1921	48	19.956522
NODE_1922	48	19.652174
NODE_1923	48	19.565217
NODE_1924	48	19.478261
NODE_1925	47	427.409091
NODE_1926	47	134.681818
NODE_1927	47	125.545455
NODE_1928	47	32.136364
NODE_1929	47	31.909091
NODE_1930	47	30.636364
NODE_1931	47	30.363636
NODE_1932	47	29.909091
NODE_1933	47	29.272727
NODE_1934	47	28.772727
NODE_1935	47	28.772727
NODE_1936	47	28.500000
NODE_1937	47	27.045455
NODE_1938	47	26.545455
NODE_1939	47	26.272727
NODE_1940	47	26.227273
NODE_1941	47	24.272727
NODE_1942	47	23.318182
NODE_1943	47	23.318182
NODE_1944	47	23.045455
NODE_1945	47	22.909091
NODE_1946	47	21.000000
NODE_1947	47	20.727273
NODE_1948	47	19.454545
NODE_1949	47	19.363636
NODE_1950	47	18.409091
NODE_1951	46	588.523810
NODE_1952	46	471.000000
NODE_1953	46	198.571429
NODE_1954	46	173.476190
NODE_1955	46	32.095238
NODE_1956	46	28.523810
NODE_1957	46	28.523810
NODE_1958	46	27.523810
NODE_1959	46	25.380952
NODE_1960	46	22.095238
NODE_1961	46	20.095238
NODE_1962	46	19.523810
NODE_1963	46	19.285714
NODE_1964	45	467.550000
NODE_1965	45	283.850000
NODE_1966	45	191.350000
NODE_1967	45	188.500000
NODE_1968	45	185.350000
NODE_1969	45	183.450000
NODE_1970	45	152.900000
NODE_1971	45	70.600000
NODE_1972	45	31.300000
NODE_1973	44	210.052632
NODE_1974	44	157.157895
NODE_1975	44	34.157895
NODE_1976	44	33.736842
NODE_1977	44	26.894737
NODE_1978	43	286.444444
NODE_1979	43	188.000000
NODE_1980	43	84.777778
NODE_1981	43	8.722222
NODE_1982	43	2.166667
NODE_1983	42	970.411765
NODE_1984	42	357.117647
NODE_1985	42	355.235294
NODE_1986	42	225.352941
NODE_1987	42	223.705882
NODE_1988	42	214.529412
NODE_1989	42	209.411765
NODE_1990	42	169.294118
NODE_1991	42	165.117647
NODE_1992	42	61.117647
NODE_1993	41	225.562500
NODE_1994	41	206.000000
NODE_1995	41	189.250000
NODE_1996	41	152.625000
NODE_1997	41	57.875000
NODE_1998	40	695.533333
NODE_1999	40	219.133333
NODE_2000	40	187.200000
NODE_2001	40	183.866667
NODE_2002	40	175.800000
NODE_2003	40	137.000000
NODE_2004	40	129.666667
NODE_2005	40	123.466667
NODE_2006	40	4.866667
NODE_2007	40	2.800000
NODE_2008	40	1.666667
NODE_2009	40	1.066667
NODE_2010	39	580.928571
NODE_2011	39	541.500000
NODE_2012	39	519.500000
NODE_2013	39	295.928571
NODE_2014	39	225.285714
NODE_2015	39	216.214286
NODE_2016	39	213.000000
NODE_2017	39	191.071429
NODE_2018	39	183.214286
NODE_2019	39	182.071429
NODE_2020	39	182.071429
NODE_2021	39	171.000000
NODE_2022	39	163.357143
NODE_2023	38	403.307692
NODE_2024	38	383.846154
NODE_2025	38	353.615385
NODE_2026	38	263.615385
NODE_2027	38	188.153846
NODE_2028	38	2.153846
NODE_2029	38	2.000000
NODE_2030	38	2.000000
NODE_2031	38	1.692308
NODE_2032	38	1.230769
NODE_2033	38	1.230769
NODE_2034	38	1.076923
NODE_2035	38	1.076923
NODE_2036	38	1.076923
NODE_2037	38	1.076923
NODE_2038	38	1.000000
NODE_2039	38	1.000000
NODE_2040	37	1701.083333
NODE_2041	37	663.500000
NODE_2042	37	551.583333
NODE_2043	37	474.666667
NODE_2044	37	467.666667
NODE_2045	37	362.833333
NODE_2046	37	334.333333
NODE_2047	37	320.666667
NODE_2048	37	262.666667
NODE_2049	37	217.500000
NODE_2050	37	210.333333
NODE_2051	37	196.750000
NODE_2052	37	192.583333
NODE_2053	37	172.500000
NODE_2054	37	167.666667
NODE_2055	37	167.500000
NODE_2056	37	130.666667
NODE_2057	37	4.583333
NODE_2058	37	2.083333
NODE_2059	37	1.333333
NODE_2060	37	1.083333
